event_type,latitude,longitude,endlatitude,endlongitude,address,event_cause,requires_road_closure,start_datetime,status,authenticated,modified_datetime,description,veh_type,corridor,priority,cargo_material,reason_breakdown,age_of_truck,created_date,police_station,closed_datetime,resolved_datetime,gba_identifier,zone,junction
unplanned,12.9677358,77.5926048,12.9677358,77.5926048,"1st Cross Road, Sampangiram Nagar, Bengaluru, Karnataka. Pin-560027 (India)",vehicle_breakdown,False,2024-03-03 20:41:42.904000+00:00,closed,yes,2024-03-03 23:35:48.095566+00:00,,private_bus,Mysore Road,High,,,,2024-03-03 20:42:42.533240+00:00,Halasuru Gate,,,Unknown,Unknown,Unknown
unplanned,13.0309467,77.587015,13.0309467,77.587015,"Bellary Road, UAS Campus, Hebbal, Bengaluru, Karnataka. Pin-560024 (India)",vehicle_breakdown,False,2024-03-03 20:44:44.878000+00:00,closed,yes,2024-03-03 23:35:48.107418+00:00,tire puncher,heavy_vehicle,Bellary Road 1,High,,,,2024-03-03 20:46:52.456515+00:00,Kodigehalli,,,Unknown,Unknown,Unknown
unplanned,13.0701255,77.5922792,13.0701255,77.5922792,"Raintree Boulevard Internal Road, L&T Tech Park, Byatarayanapura, Bengaluru, Karnataka. Pin-560092 (India)",accident,False,2024-03-04 04:14:50.304000+00:00,closed,yes,2024-03-04 05:35:48.066701+00:00,accident,not_applicable,Bellary Road 2,High,,,,2024-03-04 04:15:12.841369+00:00,Kodigehalli,,,Unknown,Unknown,Unknown
unplanned,13.1611682,77.595828,13.1611682,77.595828,"Telecom Layout Road, Phase 2A, After The Rain, Bettahalasur, Bengaluru, Karnataka. Pin-562157 (India)",others,False,2024-03-04 01:23:20.254000+00:00,closed,no,2024-03-04 02:02:06.388079+00:00,small road,not_applicable,Non-corridor,Low,,,,2024-03-04 01:25:20.314368+00:00,Chikkajala,2024-03-04 02:02:06.387467+00:00,,Unknown,Unknown,Unknown
unplanned,12.9227216,77.5434673,12.9227216,77.5434673,"Ittamadu Road, Maruthi Nagar, Ittamadu, Banashankari Stage 3, Bengaluru, Karnataka. Pin-560085 (India)",vehicle_breakdown,False,2024-03-04 00:03:19.594000+00:00,closed,yes,2024-03-04 01:00:38.559098+00:00,offroad,bmtc_bus,Non-corridor,Low,,,,2024-03-04 00:04:17.750610+00:00,Banashankari,2024-03-04 01:00:38.558501+00:00,,Unknown,Unknown,Unknown
unplanned,13.0384323,77.6256945,13.0384323,77.6256945,"MBT Road, Block 5 Stage 1, HBR Layout, Bengaluru, Karnataka. Pin-560043 (India)",vehicle_breakdown,False,2024-03-04 01:17:55.470000+00:00,closed,yes,2024-03-04 01:35:21.108424+00:00,Eacher Vehicle Off Load Due To Strting problem Near Keb Towards Hennur  Ring Road Sir,heavy_vehicle,Hennur Main Road,High,,,,2024-03-04 01:20:29.825694+00:00,Hennuru,,,Unknown,Unknown,Unknown
unplanned,13.0602175,77.5935431,13.0602175,77.5935431,"Bellary Road, Esteem Gardenia, Sahakara Nagar, Bengaluru, Karnataka. Pin-560092 (India)",vehicle_breakdown,False,2024-03-04 00:37:31.693000+00:00,closed,yes,2024-03-04 03:35:48.181079+00:00,starting problem,lcv,Bellary Road 1,High,,,,2024-03-04 00:38:16.645196+00:00,Kodigehalli,,,Unknown,Unknown,Unknown
unplanned,12.9766405,77.6013729,12.9766405,77.6013729,"Mahatma Gandhi Road, Anil Kumble Chowk, Shivaji Nagar, Bengaluru, Karnataka. Pin-560001 (India)",vehicle_breakdown,False,2024-03-03 20:50:16.145000+00:00,closed,yes,2024-03-03 23:35:48.067659+00:00,,truck,Old Madras Road,High,post office,self start problem,2.0,2024-03-03 20:51:28.912666+00:00,Cubbon Park,,,Unknown,Unknown,Unknown
unplanned,12.966418,77.6082732,12.966418,77.6082732,"Richmond Road, Mother Teresa Circle, Nilsandra, Bengaluru, Karnataka. Pin-560025 (India)",vehicle_breakdown,False,2024-03-04 01:36:35.737000+00:00,closed,yes,2024-03-04 04:35:48.134924+00:00,,lcv,Mysore Road,High,,,,2024-03-04 01:37:17.987841+00:00,Ashok Nagar,,,Unknown,Unknown,Unknown
unplanned,12.95259479,77.54110281,12.95259479,77.54110281,"Mysore Road, YR Vasudeva Bhattacharya Layout, Byatarayanapura New Extension, Bengaluru, Karnataka. Pin-560026 (India)",others,False,2024-03-21 01:36:59.400000+00:00,closed,yes,2024-03-21 01:48:29.375877+00:00,BBMP work,not_applicable,Mysore Road,High,,,,2024-03-21 01:37:36.789142+00:00,Byatarayanapura,2024-03-21 01:43:49.121133+00:00,,Unknown,Unknown,Unknown
unplanned,12.9599609,77.5745574,12.9599609,77.5745574,"KR Main Road, Bhartiya Medical Sangha Circle, Bangalore Medical College & Research Institute, Bengaluru, Karnataka. Pin-560002 (India)",vehicle_breakdown,False,2024-03-21 00:04:02.806000+00:00,closed,yes,2024-03-21 02:35:48.308625+00:00,,bmtc_bus,Non-corridor,Low,,,,2024-03-21 00:05:02.039869+00:00,V.V.Puram (C.Pet),,,Unknown,Unknown,Unknown
unplanned,13.0702559,77.5926919,13.0702559,77.5926919,"RK Road Number 7, Vista Pixel, Jakkuru Layout, Jakkuru, Bengaluru, Karnataka. Pin-560064 (India)",vehicle_breakdown,False,2024-03-04 04:11:54.958000+00:00,closed,yes,2024-03-04 06:35:48.059063+00:00,"Gear lever not working sir, 15 to 20 min machine on the way. depo 11",bmtc_bus,Bellary Road 2,High,,,,2024-03-04 04:16:31.830192+00:00,Kodigehalli,,,Unknown,Unknown,Unknown
unplanned,12.9736658,77.5133989,12.9736658,77.5133989,"22nd Cross Road, Nagarbhavi Stage 2, Bengaluru, Karnataka. Pin-560072 (India)",vehicle_breakdown,False,2024-03-21 03:25:51.791000+00:00,closed,no,2024-03-21 04:20:19.756516+00:00,Starting problem,others,Non-corridor,Low,,,,2024-03-21 03:27:02.536290+00:00,Jnanabharathi,2024-03-21 04:20:19.755865+00:00,,Unknown,Unknown,Unknown
unplanned,13.034825,77.628625,13.034825,77.628625,"MBT Road, Block 4 Stage 1, HBR Layout, Bengaluru, Karnataka. Pin-560043 (India)",vehicle_breakdown,False,2024-03-04 07:16:24.705000+00:00,closed,no,2024-03-04 07:57:10.657170+00:00,stating prablm,lcv,ORR North 1,High,,,,2024-03-04 07:17:34.386279+00:00,K.G. Halli,2024-03-04 07:57:10.412130+00:00,,Unknown,Unknown,Unknown
unplanned,12.967418,77.588269,12.967418,77.588269,"NH 275, Hudson Circle, Nagartapete, Bengaluru, Karnataka. Pin-560002 (India)",vehicle_breakdown,False,2024-03-04 07:13:45.860000+00:00,closed,yes,2024-03-04 08:43:57.853186+00:00,,bmtc_bus,Mysore Road,High,,,,2024-03-04 07:14:31.497340+00:00,Halasuru Gate,2024-03-04 08:43:57.852639+00:00,,Unknown,Unknown,Unknown
planned,13.0007295,77.5693615,13.0007295,77.5693615,"Siddavanahalli Krishna Sharma Road, Malleshwaram, Bengaluru, Karnataka. Pin-560003 (India)",public_event,False,2024-03-04 08:01:33.475000+00:00,closed,yes,2024-03-04 08:35:48.301219+00:00,rathostava,not_applicable,Non-corridor,Low,,,,2024-03-04 08:02:46.562391+00:00,Malleshwaram,,,Unknown,Unknown,Unknown
unplanned,12.9600313,77.5744891,12.9600313,77.5744891,"KR Main Road, Bhartiya Medical Sangha Circle, Bangalore Medical College & Research Institute, Bengaluru, Karnataka. Pin-560002 (India)",vehicle_breakdown,False,2024-03-21 00:05:43.863000+00:00,closed,yes,2024-03-21 02:35:48.269094+00:00,vehicle break down only ther4is no need to close road.,bmtc_bus,Non-corridor,Low,,,,2024-03-21 00:07:12.940544+00:00,V.V.Puram (C.Pet),,,Unknown,Unknown,Unknown
unplanned,13.0457678,77.7502019,13.0457678,77.7502019,"MBT Road, Subhams Antique City, Konadasapura, Bengaluru, Karnataka. Pin-560049 (India)",construction,False,2024-03-21 03:37:48.774000+00:00,closed,no,2024-04-03 19:03:55.476754+00:00,ಬೂದಿಗೆರೆ ಕ್ರಾಸ್ ಬಳಿ ಬೆಸ್ಕಾಂ ನವರು ಎಲೆಕ್ಟ್ರಿಕ್ ಕೇಬಲ್ ಅಕುವುದರ ಸಲುವಾಗಿ ರೋಡ್ [LOCATION] ಅಗೆದಿದ್ದು [LOCATION] ನಿದಾನ ಗತಿಯಲ್ಲಿ ಇರುತ್ತದೆ ಸರ್,not_applicable,Non-corridor,Low,,,,2024-03-21 03:40:30.572711+00:00,K.R. Pura,2024-04-03 19:03:54.360141+00:00,,Unknown,Unknown,Unknown
unplanned,13.0387847,77.5206675,13.0387847,77.5206675,"Mumbai Bengaluru Highway, Namma Metro Circle, Peenya, Bengaluru, Karnataka. Pin-560058 (India)",vehicle_breakdown,False,2024-03-04 06:07:55.599000+00:00,closed,yes,2024-03-04 08:35:48.267806+00:00,towards city,others,Tumkur Road,High,,,,2024-03-04 06:09:50.942710+00:00,Peenya,,,Unknown,Unknown,Unknown
unplanned,13.0143908,77.5836271,13.0143908,77.5836271,"Sir CV Raman Road, Enayathulla Mehkri Circle, Sadashiva Nagar, Bengaluru, Karnataka. Pin-560080 (India)",vehicle_breakdown,False,2024-03-21 05:09:49.160000+00:00,closed,yes,2024-03-21 06:36:36.341500+00:00,stock 15 underpass  toward s outgoing..,lcv,Bellary Road 1,High,,,,2024-03-21 05:15:01.501336+00:00,Sadashivanagar,2024-03-21 06:36:36.340980+00:00,,Unknown,Unknown,Unknown
planned,13.02668698,77.53509982,13.02668698,77.53509982,"ಹೊರ ವರ್ತುಲ ರಸ್ತೆ, ಗೊರಗುಂಟೆ ಪಾಳ್ಯ, ಪೀಣ್ಯ, ಬೆಂಗಳೂರು ಪಶ್ಚಿಮ ನಗರ ನಿಗಮ, Bengaluru, ಬೆಂಗಳೂರು ಉತ್ತರ, ಬೆಂಗಳೂರು ನಗರ, Karnataka, 560022, India",public_event,False,2024-03-19 12:05:46+00:00,closed,yes,2024-03-31 11:35:47.501650+00:00,"Vehicle Diversion at [LOCATION] Road(13.027712, 77.535668)",not_applicable,Non-corridor,Low,,,,2024-03-21 04:10:56.744719+00:00,Yeshwanthpura,,,Unknown,Unknown,Unknown
unplanned,12.9656183,77.7489031,12.9656183,77.7489031,"Whitefield Main Road, Sobha Rose Apartment, Whitefield, Bengaluru, Karnataka. Pin-560066 (India)",vehicle_breakdown,False,2024-03-21 05:21:52.939000+00:00,closed,yes,2024-03-21 06:43:00.126049+00:00,[LOCATION] road towards [LOCATION],bmtc_bus,Non-corridor,Low,,,,2024-03-21 05:26:54.910276+00:00,Whitefield,2024-03-21 06:43:00.125484+00:00,,Unknown,Unknown,Unknown
planned,12.9424427,77.7473603,12.9424427,77.7473603,"Muthsandra Main Road, KSRTC Travel House Junction, Varthur Marattahalli, Bengaluru, Karnataka. Pin-560087 (India)",construction,False,2024-03-21 04:40:37.291000+00:00,closed,yes,2024-03-23 05:35:48.606396+00:00,varthur college towards madaranagar,not_applicable,Non-corridor,Low,,,,2024-03-21 04:41:56.805949+00:00,Whitefield,,,Unknown,Unknown,Unknown
unplanned,12.9121114,77.6260189,12.9121114,77.6260189,"Hosur Road, Krimson Square, Muneshwara Nagar, HSR Layout, Bengaluru, Karnataka. Pin-560102 (India)",vehicle_breakdown,False,2024-03-04 07:01:39.974000+00:00,closed,yes,2024-03-04 09:35:48.621547+00:00,BMTC vehicle offload at rupena agrahara due to break Jaam,bmtc_bus,Hosur Road,High,,,,2024-03-04 07:03:54.790370+00:00,HSR Layout,,,Unknown,Unknown,Unknown
unplanned,13.0610784,77.4615127,13.0610784,77.4615127,"Mumbai Bengaluru Highway, Nadaprabhu Kempegowda Circle, Madanaiyakanahalli, Bengaluru, Karnataka. Pin-562162 (India)",vehicle_breakdown,False,2024-03-04 06:44:41.292000+00:00,closed,yes,2024-03-04 09:35:48.639604+00:00,vehicle off road incoming track madhanayakanahalli slow moving traffic sir,lcv,Non-corridor,Low,,,,2024-03-04 06:47:02.553830+00:00,No Police Station,,,Unknown,Unknown,Unknown
unplanned,13.048748,77.5492821,13.048748,77.5492821,"HMT Main Road, Kempe Gowda HMT Estate, Jalahalli Village, Jalahalli, Bengaluru, Karnataka. Pin-560013 (India)",vehicle_breakdown,False,2024-03-04 09:42:19.154000+00:00,closed,yes,2024-03-04 09:51:15.996252+00:00,Due to right wheel jam and puncture.. airforce towards gangamma circle singal.,private_car,Non-corridor,Low,,,,2024-03-04 09:43:53.966473+00:00,Jalahalli,2024-03-04 09:51:15.995630+00:00,,Unknown,Unknown,Unknown
unplanned,13.1212512,77.6104673,13.1212512,77.6104673,"Bellary Road, Bagalur Cross Junction, Kattigenahalli, Bengaluru, Karnataka. Pin-560063 (India)",accident,False,2024-03-04 08:36:42.794000+00:00,closed,yes,2024-03-04 10:35:48.132761+00:00,,not_applicable,Bellary Road 2,High,,,,2024-03-04 08:37:06.720572+00:00,Yelahanka,,,Unknown,Unknown,Unknown
unplanned,12.8526382,77.5884433,12.8526382,77.5884433,"Bannerghatta Main Road, Dawoodi Bohra Colony, Gottigere, Bengaluru, Karnataka. Pin-560083 (India)",vehicle_breakdown,False,2024-03-04 06:42:59.883000+00:00,closed,yes,2024-03-04 09:35:48.592806+00:00,trafic slow moment,bmtc_bus,Non-corridor,Low,,,,2024-03-04 06:44:05.097403+00:00,Hulimavu,,,Unknown,Unknown,Unknown
unplanned,12.9747008,77.5706582,12.9746745,77.5705881,"Dharmambudi Kere Road, Cottonpet Circle, Cottonpete, Bengaluru, Karnataka. Pin-560053 (India)",vehicle_breakdown,True,2024-03-21 05:40:13.767000+00:00,closed,no,2024-03-21 06:10:42.372555+00:00,,bmtc_bus,Non-corridor,Low,,,,2024-03-21 05:41:24.667987+00:00,Chamarajpet,2024-03-21 06:10:42.371883+00:00,,Unknown,Unknown,Unknown
unplanned,12.9386197,77.5219954,12.9386197,77.5219954,"Mysore Road, BWSSB Quarters, Nayandahalli, Bengaluru, Karnataka. Pin-560039 (India)",vehicle_breakdown,False,2024-03-04 19:03:28.152000+00:00,closed,yes,2024-03-04 21:35:48.185942+00:00,traffic movement ge enu tondre illa sir,heavy_vehicle,Mysore Road,High,,,,2024-03-04 19:04:24.259826+00:00,Byatarayanapura,,,Unknown,Unknown,Unknown
unplanned,12.9899456,77.5050229,12.9899456,77.5050229,"Magadi Main Road, Sunkadakatte, Bengaluru, Karnataka. Pin-560091 (India)",vehicle_breakdown,False,2024-03-21 06:23:34.002000+00:00,closed,yes,2024-03-21 07:31:08.002716+00:00,,bmtc_bus,Magadi Road,High,,,,2024-03-21 06:24:54.169982+00:00,Kamakshipalya,2024-03-21 07:31:08.002140+00:00,,Unknown,Unknown,Unknown
unplanned,12.9632366,77.5891728,12.9632366,77.5891728,"Mission Road, ETO Junction, Kalasipalyam, Bengaluru, Karnataka. Pin-560027 (India)",water_logging,False,2024-03-04 20:51:04.998000+00:00,closed,yes,2024-03-04 20:56:10.256461+00:00,,not_applicable,Non-corridor,Low,,,,2024-03-04 20:53:02.474517+00:00,Halasuru Gate,2024-03-04 20:55:44.980612+00:00,,Unknown,Unknown,Unknown
unplanned,13.0364192,77.5247759,13.0364192,77.5247759,"Mumbai Bengaluru Highway, Sri Muneshwara Industrial Estate, Peenya, Bengaluru, Karnataka. Pin-560058 (India)",vehicle_breakdown,False,2024-03-04 19:51:16.949000+00:00,closed,yes,2024-03-04 20:13:13.064195+00:00,towards city,heavy_vehicle,Tumkur Road,High,,,,2024-03-04 19:52:05.614673+00:00,Peenya,2024-03-04 20:13:13.063671+00:00,,Unknown,Unknown,Unknown
unplanned,13.0186047,77.7071521,13.0186047,77.7071521,"MBT Road, RJ Lake Gardenia, Battarahalli, KR Puram, Bengaluru, Karnataka. Pin-560049 (India)",vehicle_breakdown,False,2024-03-04 19:47:42.173000+00:00,closed,yes,2024-03-04 20:19:24.865568+00:00,"ಸರ್ ನಮಸ್ತೆ ಸರ್, ವಾಹನವು ಟಾಟಾ 407 ಬ್ರೇಕ್ ಡೌನ್ ಆಗಿರುತ್ತದೆ ಮೆಕಾನಿಕ್ ಗೆ ಹೇಳಿರುತ್ತಾರೆ ಸಂಚಾರಕ್ಕೆ ಯಾವುದೇ ಸಮಸ್ಯೆ ಇಲ್ಲ ನಮಸ್ಕಾರ",others,Non-corridor,Low,,,,2024-03-04 19:50:40.735857+00:00,K.R. Pura,2024-03-04 20:19:24.865068+00:00,,Unknown,Unknown,Unknown
unplanned,13.0407863,77.5178574,13.0407863,77.5178574,"1st Main Road, Netaji Nagar, T Dasarahalli, Bengaluru, Karnataka. Pin-560057 (India)",vehicle_breakdown,False,2024-03-04 20:09:07.036000+00:00,closed,yes,2024-03-04 22:35:48.333656+00:00,"HGV offroad, near [LOCATION], opp: [LOCATION] mall, diesel empty sir 🙏",heavy_vehicle,Tumkur Road,High,,,,2024-03-04 20:11:37.601229+00:00,Chikkabanavara,,,Unknown,Unknown,Unknown
unplanned,12.9995843,77.6743103,12.9995843,77.6743103,"Outer Ring Road, Dargah Mohalla, Mahadevapura, Bengaluru, Karnataka. Pin-560016 (India)",vehicle_breakdown,False,2024-03-04 20:46:02.161000+00:00,closed,yes,2024-03-04 22:47:06.700654+00:00,KR Puram railway station  near,private_car,Non-corridor,Low,,,,2024-03-04 20:48:04.066539+00:00,Banaswadi,2024-03-04 22:47:06.700014+00:00,,Unknown,Unknown,Unknown
unplanned,12.9167593,77.5951407,12.9167593,77.5951407,"Silk Board Double Decker Flyover, East End Circle, Jayanagar, Bengaluru, Karnataka. Pin-560069 (India)",water_logging,False,2024-03-04 20:46:20.525000+00:00,closed,yes,2024-03-04 22:47:45.720460+00:00,28ನೇ ಮುಖ್ಯ ರಸ್ತೆಯಲ್ಲಿ ಕಾವೇರಿ ವಾಟರ್ loging ಆಗುತ್ತಿರುತ್ತದೆ. 28th main towards ragigudda ಕಡೆ ಟ್ರಾಫಿಕ್ಗೆ  ಯಾವುದೇ ತೊಂದರೆ ಇರುವುದಿಲ್ಲ,not_applicable,Non-corridor,Low,,,,2024-03-04 20:49:53.855806+00:00,Jayanagara,2024-03-04 22:47:45.719869+00:00,,Unknown,Unknown,Unknown
unplanned,13.0005685,77.5839731,13.0005685,77.5839731,"Sankey Road, MD Nanjundaswamy Circle, Rajamahal Guttahalli, Bengaluru, Karnataka. Pin-560003 (India)",pot_holes,False,2024-03-04 19:44:45.681000+00:00,closed,yes,2024-03-07 00:36:11.870157+00:00,"septic pit chamber overflow in [LOCATION] bus stop, outgoing side.",not_applicable,Bellary Road 1,High,,,,2024-03-04 19:48:37.912891+00:00,Sadashivanagar,2024-03-07 00:36:11.869537+00:00,,Unknown,Unknown,Unknown
planned,12.9694437,77.7006895,12.9694437,77.7006895,"Outer Ring Road, Karthik Nagar, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",construction,False,2024-03-04 21:01:23.677000+00:00,closed,yes,2024-03-05 10:35:49.457886+00:00,karthiknagara towards [PERSON] and karthiknagara towards mahadevpura traffic movement will be slow due to [LOCATION] station piller work,not_applicable,ORR East 2,High,,,,2024-03-04 21:02:32.109718+00:00,HAL Old Airport,,,Unknown,Unknown,Unknown
unplanned,12.9624489,77.5946026,12.9624489,77.5946026,"Lal Bagh Road, Ashirwadam Junction, Shanti Nagar, Bengaluru, Karnataka. Pin-560027 (India)",vehicle_breakdown,False,2024-03-21 04:23:49.269000+00:00,closed,yes,2024-03-21 06:35:48.443535+00:00,,bmtc_bus,Mysore Road,High,,,,2024-03-21 04:24:59.975724+00:00,Halasuru Gate,,,Unknown,Unknown,Unknown
unplanned,12.9620776,77.5947155,12.9620776,77.5947155,"KH Road, Ashirwadam Junction, Shanti Nagar, Bengaluru, Karnataka. Pin-560027 (India)",vehicle_breakdown,False,2024-03-21 04:21:28.280000+00:00,closed,yes,2024-03-21 06:35:48.462648+00:00,,bmtc_bus,Non-corridor,Low,,,,2024-03-21 04:23:04.356907+00:00,Ashok Nagar,,,Unknown,Unknown,Unknown
unplanned,13.1247059,77.5743002,13.1247059,77.5743002,"DVN MD 6, Assetz The Secret Lake, Devanahalli, Bengaluru Rural District, Karnataka. Pin-562110 (India)",vehicle_breakdown,False,2024-03-21 06:15:17.349000+00:00,closed,no,2024-03-21 07:10:22.906412+00:00,[LOCATION] to wards yalahanka bmtc bus starting problem sir,bmtc_bus,Non-corridor,Low,,,,2024-03-21 06:16:40.322390+00:00,Yelahanka,2024-03-21 07:10:22.905834+00:00,2024-03-21 06:43:01.592589+00:00,Unknown,Unknown,Unknown
unplanned,12.9563033,77.5471671,12.9563033,77.5471671,"Mysore Road, Hosaguddadahalli, New Guddadahalli, Bengaluru, Karnataka. Pin-560026 (India)",vehicle_breakdown,False,2024-03-21 06:44:02.169000+00:00,closed,no,2024-03-21 06:53:27.250816+00:00,cluth plate,private_car,Mysore Road,High,,,,2024-03-21 06:44:39.265100+00:00,Byatarayanapura,2024-03-21 06:53:27.250242+00:00,,Unknown,Unknown,Unknown
unplanned,13.0449799,77.5816081,13.0449799,77.5816081,"2nd Main Road, Abdul Patel Syed Layout, Bhoopasandra, RMV Stage 2, Bengaluru, Karnataka. Pin-560094 (India)",congestion,False,2024-03-21 03:47:31.694000+00:00,closed,no,2024-03-21 06:35:48.416734+00:00,KRIDE WORK AT [LOCATION] to bhadrapp layout sir traffic slow moving sir,not_applicable,ORR North 2,High,,,,2024-03-21 03:48:20.919636+00:00,Kodigehalli,,,Unknown,Unknown,Unknown
unplanned,12.9807787,77.6028248,12.9806594,77.6028361,"Infantry Road, Prestige Central, Shivaji Nagar, Bengaluru, Karnataka. Pin-560001 (India)",pot_holes,True,2024-03-04 21:24:54.681000+00:00,active,yes,2024-03-04 21:27:13.446982+00:00,traffic is slow moving,not_applicable,CBD 1,High,,,,2024-03-04 21:26:38.402165+00:00,Shivajinagar,,,Unknown,Unknown,Unknown
unplanned,12.8919266,77.5983469,12.8919266,77.5983469,"Bannerghatta Main Road, Mantri Paradise, Arakere, Bengaluru, Karnataka. Pin-560076 (India)",vehicle_breakdown,False,2024-03-21 06:59:45.466000+00:00,closed,yes,2024-03-21 09:35:48.528178+00:00,opposite [LOCATION] hotel bmtc bus off road due to joint rod got broken have left side no problem to traffic from arakere to hsbc junction sir,bmtc_bus,Bannerghata Road,High,,,,2024-03-21 07:01:36.498963+00:00,J.P. Nagar,,,Unknown,Unknown,Unknown
unplanned,13.0328676,77.5330108,13.0328676,77.5330108,"Mumbai Bengaluru Highway, Platinum City, Peenya, Bengaluru, Karnataka. Pin-560022 (India)",vehicle_breakdown,False,2024-03-04 21:33:53.629000+00:00,closed,yes,2024-03-04 21:43:50.392024+00:00,tyre burst SRS upramp towards [LOCATION] flyover traffic one side moving sir,lcv,Tumkur Road,High,,,,2024-03-04 21:35:07.744205+00:00,Yeshwanthpura,2024-03-04 21:43:50.391330+00:00,,Unknown,Unknown,Unknown
unplanned,13.0419935,77.5153312,13.0419935,77.5153312,"Mumbai Bengaluru Highway, Krishna Gowda Layout, T Dasarahalli, Bengaluru, Karnataka. Pin-560057 (India)",vehicle_breakdown,False,2024-03-04 21:21:05.986000+00:00,closed,yes,2024-03-04 23:35:48.224906+00:00,"chokkasandra junction outgoing traffic, normal traffic movement.",heavy_vehicle,Tumkur Road,High,,,,2024-03-04 21:23:37.780982+00:00,Peenya,,,Unknown,Unknown,Unknown
unplanned,13.0191133,77.5396468,13.0191133,77.5396468,"Kanteerava Studio Road, Police Quarters, Krishnananda Nagar, Nandini Layout, Bengaluru, Karnataka. Pin-560096 (India)",vehicle_breakdown,False,2024-03-21 05:22:04.791000+00:00,closed,yes,2024-03-21 07:35:48.627193+00:00,ನಮಸ್ತೆ ಸರ್ ಕೃಷ್ಣಾನಂದ ಜಂಕ್ಷನ್ ಬಳಿ ಟೀಚರ್ ಗಾಡಿ ಆಫ್ ರೋಡ್ ಆಗಿದೆ ಸರ್  ಟ್ರಾಫಿಕ್ ನೋಟ್ ಸ್ಲೋ ಇದೆ ಸರ್,truck,Non-corridor,Low,materials,breakdown,2.0,2024-03-21 05:27:42.587462+00:00,Rajajinagar,,,Unknown,Unknown,Unknown
unplanned,12.9807787,77.6028248,12.9806594,77.6028361,"Infantry Road, Prestige Central, Shivaji Nagar, Bengaluru, Karnataka. Pin-560001 (India)",pot_holes,True,2024-03-04 21:24:54.681000+00:00,closed,yes,2024-03-04 22:09:59.754808+00:00,traffic is slow moving,not_applicable,CBD 1,High,,,,2024-03-04 21:26:38.680395+00:00,Shivajinagar,2024-03-04 22:09:59.754259+00:00,,Unknown,Unknown,Unknown
unplanned,13.0389307,77.625055,13.0389307,77.625055,"MBT Road, Nagawara Junction, HBR Layout, Bengaluru, Karnataka. Pin-560043 (India)",vehicle_breakdown,False,2024-03-04 22:06:45.407000+00:00,closed,no,2024-03-04 22:46:42.235277+00:00,AMC towards [LOCATION] Sir,bmtc_bus,Hennur Main Road,High,,,,2024-03-04 22:12:07.835439+00:00,K.G. Halli,2024-03-04 22:46:42.234436+00:00,,Unknown,Unknown,Unknown
unplanned,12.930687,77.5434701,12.930687,77.5434701,"80 Feet Main Road, Hoaskerehalli Circle, Banashankari Stage 3, Bengaluru, Karnataka. Pin-560085 (India)",vehicle_breakdown,False,2024-03-21 07:13:03.433000+00:00,closed,yes,2024-03-21 08:00:08.102506+00:00,traffic moment normal sir,lcv,ORR West 1,High,,,,2024-03-21 07:15:32.484082+00:00,Banashankari,2024-03-21 08:00:08.101744+00:00,,Unknown,Unknown,Unknown
unplanned,12.9639551,77.588634,12.9639551,77.588634,"Mission Road, ETO Junction, Kalasipalyam, Bengaluru, Karnataka. Pin-560027 (India)",vehicle_breakdown,False,2024-03-21 07:58:30.835000+00:00,closed,no,2024-03-21 08:42:27.061122+00:00,,bmtc_bus,Mysore Road,High,,,,2024-03-21 07:59:15.430979+00:00,Halasuru Gate,2024-03-21 08:42:27.060613+00:00,,Unknown,Unknown,Unknown
unplanned,12.9210146,77.6205632,12.9210146,77.6205632,"Hosur Road, Market Square Value Mall, Block 2, Koramangala, Bengaluru, Karnataka. Pin-560034 (India)",accident,False,2024-03-04 22:42:51.918000+00:00,closed,yes,2024-03-04 23:02:09.125402+00:00,ಲೋಕೇಶನ್ ಗೆ ಹೋಗಿ ನೋಡಲಾಗಿ ಅಲ್ಲಿ ಯಾರೂ ಇರುವುದಿಲ್ಲ ಸರ್,not_applicable,Hosur Road,High,,,,2024-03-04 22:47:31.763620+00:00,Madiwala,2024-03-04 23:02:09.124622+00:00,,Unknown,Unknown,Unknown
unplanned,13.0555567,77.5933147,13.0555567,77.5933147,"Bellary Road, RMZ Azure, Hebbal Kempapura, Bengaluru, Karnataka. Pin-560024 (India)",vehicle_breakdown,False,2024-03-21 06:05:00.226000+00:00,closed,yes,2024-03-21 08:35:48.746488+00:00,axel break sir,lcv,Bellary Road 1,High,,,,2024-03-21 06:06:40.255959+00:00,Kodigehalli,,,Unknown,Unknown,Unknown
unplanned,13.0413445,77.6224077,13.0413445,77.6224077,"MBT Road, Munivenkatappa Layout, Nagavara, Bengaluru, Karnataka. Pin-560045 (India)",congestion,False,2024-03-21 06:00:41.331000+00:00,closed,no,2024-03-21 08:35:48.809018+00:00,slow movement traffic towards KEB junction due to [LOCATION] work,not_applicable,Hennur Main Road,High,,,,2024-03-21 06:01:25.247510+00:00,Hennuru,,,Unknown,Unknown,Unknown
